   1.8585536e+00   4.1767669e+01  -6.8455882e+01
   2.8610083e+00   8.1065494e+01  -5.0844049e+01
   3.2839390e+00   9.5682985e+01  -5.5576734e+01
   4.6153928e+00   4.8637747e+01  -2.6875657e+01
   5.7794895e+00   1.1351303e+02  -1.0223876e+02
   6.9548473e+00   1.1622145e+02  -7.2510981e+01
   7.9196032e+00   4.4362547e+01  -4.4334795e+01
   8.3848157e+00   1.0197893e+02  -9.7901907e+01
   9.1626430e+00   8.9041117e+01  -4.1488704e+01
   1.0796751e+01   1.2428250e+02  -1.0933985e+02
   1.1113817e+01   9.3595178e+01  -1.0037173e+02
   1.2158824e+01   1.0669030e+02  -1.0596090e+02
   1.3355828e+01   1.1443498e+02  -5.9905681e+01
   1.4847759e+01   8.3053503e+01  -5.4933654e+01
   1.5582781e+01   7.1898723e+01  -1.0051322e+02
   1.6586178e+01   5.3434507e+01  -5.7077821e+01
   1.7925838e+01   1.0098980e+02  -7.7252782e+01
   1.8575078e+01   1.2023247e+02  -9.3577174e+01
   1.9009977e+01   8.4926926e+01  -1.1307711e+02
   2.0809377e+01   1.1421422e+02  -7.7474142e+01
   2.1608808e+01   8.9393089e+01  -8.1536275e+01
   2.2479914e+01   9.7190558e+01  -7.6527361e+01
   2.3268440e+01   1.3485273e+02  -1.1968176e+02
   2.4258096e+01   1.6191362e+02  -1.1875928e+02
   2.5481010e+01   1.6255368e+02  -4.9494660e+01
   2.6227341e+01   9.9673532e+01  -3.7804609e+01
   2.7048602e+01   1.2105520e+02  -4.8561476e+01
   2.8169242e+01   1.7329603e+02  -1.0983714e+02
   2.9258446e+01   1.1342814e+02  -4.2599066e+01
   3.0197910e+01   1.8727389e+02  -1.3574883e+02
   3.1605693e+01   1.5673281e+02  -1.0231043e+02
   3.2823704e+01   1.1500569e+02  -4.0544752e+01
   3.3810615e+01   1.8405175e+02  -1.2264009e+02
   3.4802237e+01   1.6997602e+02  -1.2493635e+02
   3.5708113e+01   1.6176960e+02  -1.2852023e+02
   3.6859378e+01   1.3571106e+02  -8.4202183e+01
   3.7781085e+01   1.1735889e+02  -7.9759701e+01
   3.8203797e+01   1.3794893e+02  -4.5255907e+01
   3.9993343e+01   1.5609132e+02  -8.2586171e+01
   4.0093625e+01   1.8362638e+02  -9.1572467e+01
   4.1650619e+01   2.2356167e+02  -6.1240077e+01
   4.2215177e+01   1.4736119e+02  -7.8861543e+01
   4.3243873e+01   2.0544001e+02  -9.4599729e+01
   4.4339688e+01   2.2165187e+02  -6.4211091e+01
   4.5197862e+01   1.8281657e+02  -9.8880206e+01
   4.6506833e+01   1.5541185e+02  -3.3713910e+01
   4.7950758e+01   2.2494435e+02  -7.6867967e+01
   4.8394607e+01   1.9283460e+02  -9.1866873e+01
   4.9584465e+01   1.6038215e+02  -6.4753803e+01
   5.0606537e+01   2.3939167e+02  -1.0809738e+02
   5.1714643e+01   2.1866257e+02  -7.9925786e+01
   5.2401536e+01   1.6693274e+02  -4.6878612e+01
   5.3858691e+01   2.5242002e+02  -1.4186535e+02
   5.4920485e+01   1.6826306e+02  -9.7708495e+01
   5.5750839e+01   1.7122749e+02  -1.0012291e+02
   5.6285592e+01   2.6771356e+02  -1.2107575e+02
   5.7796816e+01   2.4200861e+02  -1.2285749e+02
   5.8142766e+01   2.1209722e+02  -1.2663720e+02
   5.9504550e+01   2.2894608e+02  -9.7454932e+01
   6.0610688e+01   2.5818163e+02  -6.6823197e+01
   6.1703797e+01   1.8999887e+02  -7.6066201e+01
   6.2383340e+01   2.5974279e+02  -1.3405050e+02
   6.3728683e+01   2.6131886e+02  -6.9400209e+01
   6.4887285e+01   2.4055094e+02  -8.1107715e+01
   6.5055848e+01   2.5339703e+02  -1.4732660e+02
   6.6138216e+01   2.3232363e+02  -1.2709399e+02
   6.7863065e+01   2.2065174e+02  -6.6349140e+01
   6.8421746e+01   2.4518458e+02  -1.4901423e+02
   6.9411314e+01   3.0021166e+02  -6.6416202e+01
   7.0959141e+01   2.3548197e+02  -8.9644705e+01
   7.1750245e+01   2.5135141e+02  -9.0704096e+01
   7.2980997e+01   2.5139919e+02  -9.0309127e+01
   7.3233516e+01   2.2805876e+02  -5.6804016e+01
   7.4096227e+01   2.7355523e+02  -9.7142124e+01
   7.5384582e+01   3.0944023e+02  -1.2324263e+02
   7.6500273e+01   3.1996217e+02  -1.6279856e+02
   7.7570256e+01   3.0507036e+02  -8.3004150e+01
   7.8976632e+01   2.7522948e+02  -9.0454003e+01
   7.9492855e+01   2.6828027e+02  -8.0280242e+01
   8.0400883e+01   3.1037381e+02  -9.1224566e+01
   8.1994990e+01   3.3403066e+02  -8.5645087e+01
   8.2260998e+01   3.3923782e+02  -7.0133527e+01
   8.3665325e+01   2.5912125e+02  -9.6764669e+01
   8.4964257e+01   3.0316007e+02  -8.4996034e+01
   8.5671151e+01   2.6983996e+02  -1.4084065e+02
   8.6299175e+01   2.8418864e+02  -1.0969880e+02
   8.7531127e+01   3.5098953e+02  -1.6161142e+02
   8.8001463e+01   2.8363208e+02  -1.5411943e+02
   8.9883789e+01   2.8178673e+02  -1.1489994e+02
   9.0404384e+01   3.2558265e+02  -7.7014068e+01
   9.1301206e+01   3.0536569e+02  -1.5372640e+02
   9.2950582e+01   3.1705584e+02  -1.2276724e+02
   9.3460648e+01   3.5953587e+02  -1.6026870e+02
   9.4287648e+01   3.6678089e+02  -1.1580377e+02
   9.5084627e+01   3.5327752e+02  -1.3138124e+02
   9.6582181e+01   3.3143874e+02  -7.3364107e+01
